技能ID,策划注释,技能名称,技能等级,技能描述,目标选择方式,技能施放概率,法力消耗,技能内置冷却,技能冷却ID,第一次施放,技能类型,附加Impact 1,附加Impact 1概率,选择目标类型,附加Impact 2,附加Impact 2概率,选择目标类型,附加Impact 3,附加Impact 3概率,选择目标类型,附加Impact 4,附加Impact 4概率,选择目标类型,脚本ID,英雄等级,银币消耗,学习类型,道具消耗ID,道具消耗数量,木材消耗,学习成功率,增加成功率道具,道具增加的成功率,道具最大使用数量,技能出手动作（64以下为出手动作）,技能自身特效,技能受击特效,技能图标,技能施放位置（0为原地，1为到某一列前，2为到目标前，3为到敌方整体区域）,技能受击动作（63以上为受击动作）,技能施放特效,特效的类型（0为只有受击，1为点对点，2为发射物体击中目标消失，3为向固定方向发射物体，4为一个区域的大特效）,施放特效缩放比例,施放特效x偏移量,施放特效y偏移量,施放特效声音,本体特效缩放比例,本体特效x偏移量,本体特效y偏移量,本体特效速度,本体特效声音,受击特效缩放比例,受击特效x偏移量,受击特效y偏移量,受击特效声音,施放特效播放速度,本体特效施放速度,受击特效播放速度,起始x偏移量,起始y偏移量,飞行击中x偏移量,飞行击中y偏移量,
404307,辉煌光环,辉煌光环,7,被动提升己方所有英雄2050点魔法值上限,-1,10000,0,0,44,1,1,127203,10000,2,127206,10000,2,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,800,800,-1,10,2,1,-1,-1,zj_huihuangguanghuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
404401,神之力量,神之力量,1,流浪剑客这下牛B了，增加自身100%的物理攻击力，持续30回合,0,10000,100,60,45,15,0,107301,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_niubuff,zj_shenzhililiang.jpg,0,64,-1,0,3,0,0,zs_hou.mp3,3,0,0,1.25,zs_hou.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
404402,神之力量,神之力量,2,流浪剑客这下牛B了，增加自身150%的物理攻击力，持续30回合,0,10000,150,60,45,15,0,107302,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_niubuff,zj_shenzhililiang.jpg,0,64,-1,0,3,0,0,zs_hou.mp3,3,0,0,1.25,zs_hou.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
404403,神之力量,神之力量,3,流浪剑客这下牛B了，增加自身200%的物理攻击力，持续30回合,0,10000,200,60,45,15,0,107303,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_niubuff,zj_shenzhililiang.jpg,0,64,-1,0,3,0,0,zs_hou.mp3,3,0,0,1.25,zs_hou.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
404404,神之力量,神之力量,4,流浪剑客这下牛B了，增加自身250%的物理攻击力，持续30回合,0,10000,200,60,45,15,0,107304,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,800,-1,10,2,1,-1,zjz_niubuff,zj_shenzhililiang.jpg,0,64,-1,0,3,0,0,zs_hou.mp3,3,0,0,1.25,zs_hou.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
404405,神之力量,神之力量,5,流浪剑客这下牛B了，增加自身300%的物理攻击力，持续30回合,0,10000,300,60,45,15,0,127301,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,150,800,-1,10,2,1,-1,zjz_niubuff,zj_shenzhililiang.jpg,0,64,-1,0,3,0,0,zs_hou.mp3,3,0,0,1.25,zs_hou.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
404406,神之力量,神之力量,6,流浪剑客这下牛B了，增加自身350%的物理攻击力，持续30回合,0,10000,450,60,45,15,0,127302,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,500,800,-1,10,2,1,-1,zjz_niubuff,zj_shenzhililiang.jpg,0,64,-1,0,3,0,0,zs_hou.mp3,3,0,0,1.25,zs_hou.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
404407,神之力量,神之力量,7,流浪剑客这下牛B了，增加自身400%的物理攻击力，持续30回合,0,10000,675,60,45,15,0,127303,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,800,800,-1,10,2,1,-1,zjz_niubuff,zj_shenzhililiang.jpg,0,64,-1,0,3,0,0,zs_hou.mp3,3,0,0,1.25,zs_hou.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
404501,回音击,回音击,1,发出震荡波对敌方全体造成320点物理伤害，并眩晕3回合,0,10000,145,60,46,15,0,107401,10000,6,107501,10000,6,-1,-1,-1,-1,-1,-1,-1,6,100,0,-1,-1,-1,-1,-1,10,2,1,-1,-1,zj_huiyinji.jpg,3,64,zjz_huiyinji,4,2,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,3,0,0,-1,0.04,0.04,0.06,0,0,0,0,
404502,回音击,回音击,2,发出震荡波对敌方全体造成410点物理伤害，并眩晕3回合,0,10000,205,60,46,15,0,107402,10000,6,107502,10000,6,-1,-1,-1,-1,-1,-1,-1,11,100,0,-1,-1,-1,200,-1,10,2,1,-1,-1,zj_huiyinji.jpg,3,64,zjz_huiyinji,4,2,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,3,0,0,-1,0.04,0.04,0.06,0,0,0,0,
404503,回音击,回音击,3,发出震荡波对敌方全体造成500点物理伤害，并眩晕3回合,0,10000,265,60,46,15,0,107403,10000,6,107503,10000,6,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,600,-1,10,2,1,-1,-1,zj_huiyinji.jpg,3,64,zjz_huiyinji,4,2,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,3,0,0,-1,0.04,0.04,0.06,0,0,0,0,
404504,回音击,回音击,4,发出震荡波对敌方全体造成590点物理伤害，并眩晕3回合,0,10000,265,60,46,15,0,107404,10000,6,107504,10000,6,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,800,-1,10,2,1,-1,-1,zj_huiyinji.jpg,3,64,zjz_huiyinji,4,2,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,3,0,0,-1,0.04,0.04,0.06,0,0,0,0,
404505,回音击,回音击,5,发出震荡波对敌方全体造成945点物理伤害，并眩晕3回合,0,10000,400,60,46,15,0,127401,10000,6,127501,10000,6,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,150,800,-1,10,2,1,-1,-1,zj_huiyinji.jpg,3,64,zjz_huiyinji,4,2,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,3,0,0,-1,0.04,0.04,0.06,0,0,0,0,
404506,回音击,回音击,6,发出震荡波对敌方全体造成1510点物理伤害，并眩晕3回合,0,10000,595,60,46,15,0,127402,10000,6,127502,10000,6,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,500,800,-1,10,2,1,-1,-1,zj_huiyinji.jpg,3,64,zjz_huiyinji,4,2,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,3,0,0,-1,0.04,0.04,0.06,0,0,0,0,
404507,回音击,回音击,7,发出震荡波对敌方全体造成2415点物理伤害，并眩晕4回合,0,10000,895,60,46,15,0,127403,10000,6,127503,10000,6,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,800,800,-1,10,2,1,-1,-1,zj_huiyinji.jpg,3,64,zjz_huiyinji,4,2,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,3,0,0,-1,0.04,0.04,0.06,0,0,0,0,
404601,神灭斩,神灭斩,1,向敌方单体目标发射闪电，造成450魔法伤害,2,10000,280,60,47,15,0,107601,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,100,0,-1,-1,-1,-1,-1,10,2,1,zjz_shenmiezhan,zjz_shenmiezhanshouji,zj_shenmiezhan.jpg,0,64,-1,1,3,0,0,-1,3,0,0,0.8,-1,3,0,0,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
404602,神灭斩,神灭斩,2,向敌方单体目标发射闪电，造成675魔法伤害,2,10000,420,60,47,15,0,107602,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,100,0,-1,-1,-1,200,-1,10,2,1,zjz_shenmiezhan,zjz_shenmiezhanshouji,zj_shenmiezhan.jpg,0,64,-1,1,3,0,0,-1,3,0,0,0.8,-1,3,0,0,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
404603,神灭斩,神灭斩,3,向敌方单体目标发射闪电，造成950魔法伤害,2,10000,680,50,47,15,0,107603,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,600,-1,10,2,1,zjz_shenmiezhan,zjz_shenmiezhanshouji,zj_shenmiezhan.jpg,0,64,-1,1,3,0,0,-1,3,0,0,0.8,-1,3,0,0,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
404604,神灭斩,神灭斩,4,向敌方单体目标发射闪电，造成1225魔法伤害,2,10000,680,50,47,15,0,107604,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,800,-1,10,2,1,zjz_shenmiezhan,zjz_shenmiezhanshouji,zj_shenmiezhan.jpg,0,64,-1,1,3,0,0,-1,3,0,0,0.8,-1,3,0,0,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
404605,神灭斩,神灭斩,5,向敌方单体目标发射闪电，造成1960魔法伤害,2,10000,1020,40,47,15,0,127601,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,150,800,-1,10,2,1,zjz_shenmiezhan,zjz_shenmiezhanshouji,zj_shenmiezhan.jpg,0,64,-1,1,3,0,0,-1,3,0,0,0.8,-1,3,0,0,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
404606,神灭斩,神灭斩,6,向敌方单体目标发射闪电，造成3135魔法伤害,2,10000,1530,40,47,15,0,127602,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,500,800,-1,10,2,1,zjz_shenmiezhan,zjz_shenmiezhanshouji,zj_shenmiezhan.jpg,0,64,-1,1,3,0,0,-1,3,0,0,0.8,-1,3,0,0,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
404607,神灭斩,神灭斩,7,向敌方单体目标发射闪电，造成5020魔法伤害,2,10000,2295,30,47,15,0,127603,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,800,800,-1,10,2,1,zjz_shenmiezhan,zjz_shenmiezhanshouji,zj_shenmiezhan.jpg,0,64,-1,1,3,0,0,-1,3,0,0,0.8,-1,3,0,0,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
404701,妖术,妖术,1,使敌方变成小动物7回合，并不能进行任何动作,0,10000,110,13,48,15,0,107701,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_yaoshu,zj_yaoshu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,zs_yaoshu.mp3,0.04,0.04,0.04,0,0,0,0,
404702,妖术,妖术,2,使敌方变成小动物8回合，并不能进行任何动作,0,10000,140,13,48,15,0,107702,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_yaoshu,zj_yaoshu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,zs_yaoshu.mp3,0.04,0.04,0.04,0,0,0,0,
404703,妖术,妖术,3,使敌方变成小动物9回合，并不能进行任何动作,0,10000,170,13,48,15,0,107703,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_yaoshu,zj_yaoshu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,zs_yaoshu.mp3,0.04,0.04,0.04,0,0,0,0,
404704,妖术,妖术,4,使敌方变成小动物10回合，并不能进行任何动作,0,10000,200,13,48,15,0,107704,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,800,-1,10,2,1,-1,zjz_yaoshu,zj_yaoshu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,zs_yaoshu.mp3,0.04,0.04,0.04,0,0,0,0,
404705,妖术,妖术,5,使敌方变成小动物11回合，并不能进行任何动作,0,10000,300,13,48,15,0,127701,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,150,800,-1,10,2,1,-1,zjz_yaoshu,zj_yaoshu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,zs_yaoshu.mp3,0.04,0.04,0.04,0,0,0,0,
404706,妖术,妖术,6,使敌方变成小动物12回合，并不能进行任何动作,0,10000,450,13,48,15,0,127702,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,500,800,-1,10,2,1,-1,zjz_yaoshu,zj_yaoshu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,zs_yaoshu.mp3,0.04,0.04,0.04,0,0,0,0,
404707,妖术,妖术,7,使敌方变成小动物13回合，并不能进行任何动作,0,10000,675,13,48,15,0,127703,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,800,800,-1,10,2,1,-1,zjz_yaoshu,zj_yaoshu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,zs_yaoshu.mp3,0.04,0.04,0.04,0,0,0,0,
404801,战意,战意,1,刚背兽增加战意后，在本次的战斗中增加20攻击力以及15%攻击速度,0,10000,0,0,49,1,1,107801,10000,0,107901,10000,0,-1,-1,-1,-1,-1,-1,-1,6,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_zhanyi,zj_zhanyi.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
404802,战意,战意,2,刚背兽增加战意后，在本次的战斗中增加25攻击力以及17%攻击速度,0,10000,0,0,49,1,1,107802,10000,0,107902,10000,0,-1,-1,-1,-1,-1,-1,-1,11,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_zhanyi,zj_zhanyi.jpg,0,64,-1,0,1.5,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
404803,战意,战意,3,刚背兽增加战意后，在本次的战斗中增加30攻击力以及20%攻击速度,0,10000,0,0,49,1,1,107803,10000,0,107903,10000,0,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_zhanyi,zj_zhanyi.jpg,0,64,-1,0,1.5,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
404804,战意,战意,4,刚背兽增加战意后，在本次的战斗中增加35攻击力以及25%攻击速度,0,10000,0,0,49,1,1,107804,10000,0,107904,10000,0,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,800,-1,10,2,1,-1,zjz_zhanyi,zj_zhanyi.jpg,0,64,-1,0,1.5,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
404805,战意,战意,5,刚背兽增加战意后，在本次的战斗中增加50攻击力以及30%攻击速度,0,10000,0,0,49,1,1,127801,10000,0,127901,10000,0,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,150,800,-1,10,2,1,-1,zjz_zhanyi,zj_zhanyi.jpg,0,64,-1,0,1.5,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
404806,战意,战意,6,刚背兽增加战意后，在本次的战斗中增加100攻击力以及35%攻击速度,0,10000,0,0,49,1,1,127802,10000,0,127902,10000,0,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,500,800,-1,10,2,1,-1,zjz_zhanyi,zj_zhanyi.jpg,0,64,-1,0,1.5,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
404807,战意,战意,7,刚背兽增加战意后，在本次的战斗中增加150攻击力以及40%攻击速度,0,10000,0,0,49,1,1,127803,10000,0,127903,10000,0,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,800,800,-1,10,2,1,-1,zjz_zhanyi,zj_zhanyi.jpg,0,64,-1,0,1.5,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
404901,双刃剑,双刃剑,1,聚力一击，对自身和敌方同时造成175点伤害,0,10000,0,8,50,15,0,108001,10000,8,108101,10000,0,-1,-1,-1,-1,-1,-1,-1,6,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_matijianta,zj_shuangrenjian.jpg,2,64,-1,0,1.5,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,1.5,0,0.03,-1,0.04,0.04,0.06,0,0,0,0,
404902,双刃剑,双刃剑,2,聚力一击，对自身和敌方同时造成250点伤害,0,10000,0,8,50,15,0,108002,10000,8,108102,10000,0,-1,-1,-1,-1,-1,-1,-1,11,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_matijianta,zj_shuangrenjian.jpg,2,64,-1,0,3,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,1.5,0,0.03,-1,0.04,0.04,0.06,0,0,0,0,
404903,双刃剑,双刃剑,3,聚力一击，对自身和敌方同时造成325点伤害,0,10000,0,8,50,15,0,108003,10000,8,108103,10000,0,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_matijianta,zj_shuangrenjian.jpg,2,64,-1,0,3,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,1.5,0,0.03,-1,0.04,0.04,0.06,0,0,0,0,
404904,双刃剑,双刃剑,4,聚力一击，对自身和敌方同时造成400点伤害,0,10000,0,8,50,15,0,108004,10000,8,108104,10000,0,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,800,-1,10,2,1,-1,zjz_matijianta,zj_shuangrenjian.jpg,2,64,-1,0,3,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,1.5,0,0.03,-1,0.04,0.04,0.06,0,0,0,0,
404905,双刃剑,双刃剑,5,聚力一击，对自身和敌方同时造成640点伤害,0,10000,0,8,50,15,0,128001,10000,8,128101,10000,0,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,150,800,-1,10,2,1,-1,zjz_matijianta,zj_shuangrenjian.jpg,2,64,-1,0,3,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,1.5,0,0.03,-1,0.04,0.04,0.06,0,0,0,0,
404906,双刃剑,双刃剑,6,聚力一击，对自身和敌方同时造成1025点伤害,0,10000,0,8,50,15,0,128002,10000,8,128102,10000,0,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,500,800,-1,10,2,1,-1,zjz_matijianta,zj_shuangrenjian.jpg,2,64,-1,0,3,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,1.5,0,0.03,-1,0.04,0.04,0.06,0,0,0,0,
404907,双刃剑,双刃剑,7,聚力一击，对自身和敌方同时造成1640点伤害,0,10000,0,8,50,15,0,128003,10000,8,128103,10000,0,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,800,800,-1,10,2,1,-1,zjz_matijianta,zj_shuangrenjian.jpg,2,64,-1,0,3,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,1.5,0,0.03,-1,0.04,0.04,0.06,0,0,0,0,
405001,龙族血统,龙族血统,1,龙族之血可以使龙骑士被动增加200点生命以及15点物理防御，减少受到的10%物理伤害,-1,10000,0,0,51,1,1,108201,10000,0,108301,10000,0,108205,10000,0,108305,10000,0,-1,6,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_longzuxuetong,zj_longzuxuetong.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
405002,龙族血统,龙族血统,2,龙族之血可以使龙骑士被动增加400点生命以及30点物理防御，减少受到的20%物理伤害,-1,10000,0,0,51,1,1,108202,10000,0,108302,10000,0,108206,10000,0,108306,10000,0,-1,11,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_longzuxuetong,zj_longzuxuetong.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
405003,龙族血统,龙族血统,3,龙族之血可以使龙骑士被动增加600点生命以及45点物理防御，减少受到的30%物理伤害,-1,10000,0,0,51,1,1,108203,10000,0,108303,10000,0,108207,10000,0,108307,10000,0,-1,16,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_longzuxuetong,zj_longzuxuetong.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
405004,龙族血统,龙族血统,4,龙族之血可以使龙骑士被动增加800点生命以及60点物理防御，减少受到的40%物理伤害,-1,10000,0,0,51,1,1,108204,10000,0,108304,10000,0,108208,10000,0,108308,10000,0,-1,21,100,0,-1,-1,-1,800,-1,10,2,1,-1,zjz_longzuxuetong,zj_longzuxuetong.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
405005,龙族血统,龙族血统,5,龙族之血可以使龙骑士被动增加1200点生命以及100点物理防御，减少受到的43%物理伤害,-1,10000,0,0,51,1,1,128201,10000,0,128301,10000,0,128204,10000,0,128304,10000,0,-1,21,100,1,-1,-1,150,800,-1,10,2,1,-1,zjz_longzuxuetong,zj_longzuxuetong.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
405006,龙族血统,龙族血统,6,龙族之血可以使龙骑士被动增加1800点生命以及150点物理防御，减少受到的46%物理伤害,-1,10000,0,0,51,1,1,128202,10000,0,128302,10000,0,128205,10000,0,128305,10000,0,-1,21,100,1,-1,-1,500,800,-1,10,2,1,-1,zjz_longzuxuetong,zj_longzuxuetong.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
405007,龙族血统,龙族血统,7,龙族之血可以使龙骑士被动增加2700点生命以及200点物理防御，减少受到的50%物理伤害,-1,10000,0,0,51,1,1,128203,10000,0,128303,10000,0,128206,10000,0,128306,10000,0,-1,21,100,1,-1,-1,800,800,-1,10,2,1,-1,zjz_longzuxuetong,zj_longzuxuetong.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
405101,法术护盾,法术护盾,1,敌法师被动增加26%魔法伤害减免,-1,10000,0,0,52,1,1,108401,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_fashuhudun,zj_fashuhudun.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
405102,法术护盾,法术护盾,2,敌法师被动增加34%魔法伤害减免,-1,10000,0,0,52,1,1,108402,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_fashuhudun,zj_fashuhudun.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
405103,法术护盾,法术护盾,3,敌法师被动增加42%魔法伤害减免,-1,10000,0,0,52,1,1,108403,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_fashuhudun,zj_fashuhudun.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
405104,法术护盾,法术护盾,4,敌法师被动增加50%魔法伤害减免,-1,10000,0,0,52,1,1,108404,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,800,-1,10,2,1,-1,zjz_fashuhudun,zj_fashuhudun.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
405105,法术护盾,法术护盾,5,敌法师被动增加53%魔法伤害减免,-1,10000,0,0,52,1,1,128401,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,150,800,-1,10,2,1,-1,zjz_fashuhudun,zj_fashuhudun.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
405106,法术护盾,法术护盾,6,敌法师被动增加56%魔法伤害减免,-1,10000,0,0,52,1,1,128402,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,500,800,-1,10,2,1,-1,zjz_fashuhudun,zj_fashuhudun.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
405107,法术护盾,法术护盾,7,敌法师被动增加60%魔法伤害减免,-1,10000,0,0,52,1,1,128403,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,800,800,-1,10,2,1,-1,zjz_fashuhudun,zj_fashuhudun.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
405201,射手天赋,射手天赋,1,专注于射击，被动提升自身20点物理攻击以及20点物理防御,-1,10000,0,0,53,1,1,108501,10000,0,108601,10000,0,-1,-1,-1,-1,-1,-1,-1,6,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_sheshoutianfu,zj_sheshoutianfu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
405202,射手天赋,射手天赋,2,专注于射击，被动提升自身30点物理攻击以及30点物理防御,-1,10000,0,0,53,1,1,108502,10000,0,108602,10000,0,-1,-1,-1,-1,-1,-1,-1,11,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_sheshoutianfu,zj_sheshoutianfu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
405203,射手天赋,射手天赋,3,专注于射击，被动提升自身40点物理攻击以及40点物理防御,-1,10000,0,0,53,1,1,108503,10000,0,108603,10000,0,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_sheshoutianfu,zj_sheshoutianfu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
